strDrink,idDrink,strCategory,strAlcoholic,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15
110 in the shade,15423,Beer,Alcoholic,Drop shooter in glass. Fill with beer,Lager,Tequila,,,,,,,,,,,,,,16 oz ,1.5 oz ,,,,,,,,,,,,,
Amaretto Stone Sour #3,16100,Other/Unknown,Alcoholic,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",Sour mix,Amaretto,Tequila,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,2 oz ,Add splash ,,,,,,,,,,,
Apple Grande,16289,Punch / Party Drink,Alcoholic,Chill both ingredients!! Mix in a tumbler and enjoy!,Tequila,Apple cider,,,,,,,,,,,,,,3 oz ,12 oz ,,,,,,,,,,,,,
Bloody Maria,11112,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,Tequila,Tomato juice,Lemon juice,Tabasco sauce,Celery salt,Lemon,,,,,,,,,,1 oz ,2 oz ,1 dash ,1 dash ,1 dash ,1 slice ,,,,,,,,,
Blue Margarita,11118,Ordinary Drink,Alcoholic,"Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",Tequila,Blue Curacao,Lime juice,Salt,,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,Coarse ,,,,,,,,,,,
Brave Bull Shooter,13068,Shot,Alcoholic,Pour Tabasco into bottom of shot glass and fill with tequila.,Tequila,Tabasco sauce,,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,
Downshift,16991,Punch / Party Drink,Alcoholic,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",Fruit punch,Sprite,Tequila,151 proof rum,,,,,,,,,,,,2 part ,1 part ,2 shots ,Float Bacardi ,,,,,,,,,,,
Margarita,11007,Ordinary Drink,Alcoholic,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Tequila,Triple sec,Lime juice,Salt,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,
Moranguito,16196,Shot,Alcoholic,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Absinthe,Tequila,Grenadine,,,,,,,,,,,,,2/5 ,2/5 ,1/5 ,,,,,,,,,,,,
Paloma,17253,Cocktail,Alcoholic,Stir together and serve over ice.,Grape Soda,Tequila,,,,,,,,,,,,,,3 oz,1 1/2 oz,,,,,,,,,,,,,
Strawberry Margarita,12322,Ordinary Drink,Alcoholic,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",Strawberry schnapps,Tequila,Triple sec,Lemon juice,Strawberries,Salt,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1 oz ,1 oz ,,,,,,,,,,
Tequila Fizz,12362,Ordinary Drink,Alcoholic,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,,,,,,,2 oz ,1 tblsp ,3/4 oz ,1 ,,,,,,,,,,,
Tequila Slammer,178307,Shot,Alcoholic,Mix carefully to avoid releasing the dissolved CO2.,Tequila,7-up,,,,,,,,,,,,,,1 shot,1 part,,,,,,,,,,,,,
Tequila Sour,12370,Ordinary Drink,Alcoholic,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1/2 slice ,1 ,,,,,,,,,,
Tequila Sunrise,13621,Cocktail,Alcoholic,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Tequila,Orange juice,Grenadine,,,,,,,,,,,,,2 measures ,,,,,,,,,,,,,,
Tequila Surprise,14602,Shot,Alcoholic,Fill shot glass with Tequila. Add drops of Tobasco sauce.,Tequila,Tabasco sauce,,,,,,,,,,,,,,full glass ,About 8 drops ,,,,,,,,,,,,,
Tommy's Margarita,17216,Ordinary Drink,Alcoholic,Shake and strain into a chilled cocktail glass.,Tequila,Lime Juice,Agave syrup,,,,,,,,,,,,,4.5 cl,1.5 cl,2 spoons,,,,,,,,,,,,
Vampiro,17217,Ordinary Drink,Alcoholic,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Tequila,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt,,,,,,,,,,6 cl,3 cl,3 cl,1.5 cl,1 dash,1 pinch,,,,,,,,,
Whitecap Margarita,16158,Other/Unknown,Alcoholic,Place all ingredients in a blender and blend until smooth. This makes one drink.,Ice,Tequila,Cream of coconut,Lime juice,,,,,,,,,,,,1 cup ,2 oz ,1/4 cup ,3 tblsp fresh ,,,,,,,,,,,
Adios Amigos Cocktail,17229,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Rum,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,,,,,,,1 shot ,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,,,,,,,
Adios Amigos Cocktail,17229,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Rum,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,,,,,,,1 shot ,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,,,,,,,
Adios Amigos Cocktail,17229,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Rum,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,,,,,,,1 shot ,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,,,,,,,
Adios Amigos Cocktail,17229,Cocktail,Alcoholic,Shake together all the ingredients and strain into a cold glass.,Rum,Dry Vermouth,Cognac,Gin,Fresh Lime Juice,Sugar Syrup,Water,,,,,,,,,1 shot ,1/2 shot ,1/2 shot ,1/2 shot ,1/4 shot,1/4 shot,1/2 shot ,,,,,,,,
Bahama Mama,17267,Cocktail,Alcoholic,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",Rum,Dark Rum,Banana liqueur,Grenadine,Pineapple Juice,Orange Juice,Sweet and Sour,,,,,,,,,3 parts,1 part,1 part,1 part,2 parts,2 parts,1 part,,,,,,,,
Bahama Mama,17267,Cocktail,Alcoholic,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",Rum,Dark Rum,Banana liqueur,Grenadine,Pineapple Juice,Orange Juice,Sweet and Sour,,,,,,,,,3 parts,1 part,1 part,1 part,2 parts,2 parts,1 part,,,,,,,,
Bahama Mama,17267,Cocktail,Alcoholic,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",Rum,Dark Rum,Banana liqueur,Grenadine,Pineapple Juice,Orange Juice,Sweet and Sour,,,,,,,,,3 parts,1 part,1 part,1 part,2 parts,2 parts,1 part,,,,,,,,
Bahama Mama,17267,Cocktail,Alcoholic,"Add 2 parts club soda or more or less to taste.

Mix it all together and pour over a bunch of ice. Drink with a straw.",Rum,Dark Rum,Banana liqueur,Grenadine,Pineapple Juice,Orange Juice,Sweet and Sour,,,,,,,,,3 parts,1 part,1 part,1 part,2 parts,2 parts,1 part,,,,,,,,
Barracuda,17209,Ordinary Drink,Alcoholic,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,,,,,,,4.5 cl,1.5 cl,6 cl, 1 dash,top up ,,,,,,,,,,
Blue Hurricane,17268,Cocktail,Alcoholic,"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",Rum,Dark Rum,Passoa,Blue Curacao,Sweet and Sour,Ice,,,,,,,,,,4 parts,2 parts,1 part,1 part,6 parts,cubes,,,,,,,,,
Blue Hurricane,17268,Cocktail,Alcoholic,"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",Rum,Dark Rum,Passoa,Blue Curacao,Sweet and Sour,Ice,,,,,,,,,,4 parts,2 parts,1 part,1 part,6 parts,cubes,,,,,,,,,
Blue Hurricane,17268,Cocktail,Alcoholic,"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",Rum,Dark Rum,Passoa,Blue Curacao,Sweet and Sour,Ice,,,,,,,,,,4 parts,2 parts,1 part,1 part,6 parts,cubes,,,,,,,,,
Blue Hurricane,17268,Cocktail,Alcoholic,"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",Rum,Dark Rum,Passoa,Blue Curacao,Sweet and Sour,Ice,,,,,,,,,,4 parts,2 parts,1 part,1 part,6 parts,cubes,,,,,,,,,
Espresso Rumtini,178309,Cocktail,Alcoholic,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,Rum,Vanilla syrup,Espresso,Coffee,,,,,,,,,,,,1 shot,1/2 shot,1 shot,1 shot,,,,,,,,,,,
Hemingway Special,17201,Ordinary Drink,Alcoholic,Pour all ingredients into a shaker with ice. Shake.,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,,,,,,,,,,12 parts,8 parts,3 parts,3 parts,,,,,,,,,,,
Jamaican Coffee,15825,Coffee / Tea,Alcoholic,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",Rum,Coffee,Water,Whipped cream,,,,,,,,,,,,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,,,,,,,,,,,,
Rum Cooler,12071,Ordinary Drink,Alcoholic,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Rum,Lemon-lime soda,Lemon,,,,,,,,,,,,,2 oz light or dark ,4 oz ,1 ,,,,,,,,,,,,
Rum Punch,14978,Punch / Party Drink,Alcoholic,Mix all ingredients in a punch bowl and serve.,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,,,,,,,,,,mikey bottle ,large bottle ,355 ml frozen ,355 ml frozen ,crushed ,,,,,,,,,,
Rum Toddy,12097,Ordinary Drink,Alcoholic,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Rum,Powdered sugar,Lemon peel,Water,,,,,,,,,,,,2 oz light or dark ,2 tsp ,1 twist of ,2 tsp ,,,,,,,,,,,
Spice 75,178322,Cocktail,Alcoholic,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,,,,,
Zippy's Revenge,14065,Cocktail,Alcoholic,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,Amaretto,Rum,Kool-Aid,,,,,,,,,,,,,2 oz ,2 oz ,4 oz Grape ,,,,,,,,,,,,
Zombie,17241,Cocktail,Alcoholic,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.",Rum,Gold rum,151 proof rum,Pernod,Grenadine,Lime Juice,Angostura Bitters,,,,,,,,,1 1/2 oz,1 1/2 oz,1 oz,1 tsp,1 tsp,1 tsp,1 drop,,,,,,,,
151 Florida Bushwacker,14588,Milk / Float / Shake,Alcoholic,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,Malibu rum,Light rum,151 proof rum,Dark Creme de Cacao,Cointreau,Milk,Coconut liqueur,Vanilla ice-cream,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,1 oz ,1 oz ,3 oz ,1 oz ,1 cup ,,,,,,,
A Furlong Too Late,17831,Ordinary Drink,Alcoholic,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Light rum,Ginger beer,Lemon peel,,,,,,,,,,,,,2 oz ,4 oz ,1 twist of ,,,,,,,,,,,,
A Night In Old Mandalay,17832,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",Light rum,Añejo rum,Orange juice,Lemon juice,Ginger ale,Lemon peel,,,,,,,,,,1 oz ,1 oz ,1 oz ,1/2 oz ,3 oz ,1 twist of ,,,,,,,,,
Acapulco,17836,Ordinary Drink,Alcoholic,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,Light rum,Triple sec,Lime juice,Sugar,Egg white,Mint,,,,,,,,,,1 1/2 oz ,1 1/2 tsp ,1 tblsp ,1 tsp ,1 ,1 ,,,,,,,,,
Apricot Lady,11050,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",Light rum,Apricot brandy,Triple sec,Lemon juice,Egg white,Orange,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 oz ,1 ,1 ,,,,,,,,,
Bacardi Cocktail,17183,Ordinary Drink,Alcoholic,Shake together with ice. Strain into glass and serve.,Light rum,Lime juice,Sugar syrup,Grenadine,,,,,,,,,,,,1 3/4 oz Bacardi ,1 oz ,1/2 tsp ,1 dash ,,,,,,,,,,,
Banana Daiquiri,11064,Ordinary Drink,Alcoholic,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,Triple sec,Banana,Lime juice,Sugar,Cherry,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 ,1 1/2 oz ,1 tsp ,1 ,,,,,,,,,
Between The Sheets,17184,Ordinary Drink,Alcoholic,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Brandy,Light rum,Triple sec,Lemon juice,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Between The Sheets,17184,Ordinary Drink,Alcoholic,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Brandy,Light rum,Triple sec,Lemon juice,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Between The Sheets,17184,Ordinary Drink,Alcoholic,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Brandy,Light rum,Triple sec,Lemon juice,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Between The Sheets,17184,Ordinary Drink,Alcoholic,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Brandy,Light rum,Triple sec,Lemon juice,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,
Boston Sidecar,11128,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Triple sec,Lime,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 ,,,,,,,,,,,
Boston Sidecar,11128,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Triple sec,Lime,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 ,,,,,,,,,,,
Boston Sidecar,11128,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Triple sec,Lime,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 ,,,,,,,,,,,
Boston Sidecar,11128,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Brandy,Triple sec,Lime,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 ,,,,,,,,,,,
Caribbean Boilermaker,17065,Beer,Alcoholic,Pour the Corona into an 18oz beer glass pour the rum into the beer.,Corona,Light rum,,,,,,,,,,,,,,1 bottle ,1 shot ,,,,,,,,,,,,,
Casa Blanca,11222,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Triple sec,Lime juice,Maraschino liqueur,,,,,,,,,,,,2 oz ,1 1/2 tsp ,1 1/2 tsp ,1 1/2 tsp ,,,,,,,,,,,
Cherry Rum,11239,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,Cherry brandy,Light cream,,,,,,,,,,,,,1 1/4 oz ,1 1/2 tsp ,1 tblsp ,,,,,,,,,,,,
Chicago Fizz,11242,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water,,,,,,,,,,1 oz ,1 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
Cranberry Cordial,12802,Homemade Liqueur,Alcoholic,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",Cranberries,Sugar,Light rum,,,,,,,,,,,,,1/2 kg chopped ,3/4 L ,1/2 L ,,,,,,,,,,,,
Cuba Libre,11288,Ordinary Drink,Alcoholic,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,Light rum,Lime,Coca-Cola,,,,,,,,,,,,,2 oz ,Juice of 1/2 ,,,,,,,,,,,,,
Daiquiri,11006,Ordinary Drink,Alcoholic,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,Lime,Powdered sugar,,,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,
Frozen Daiquiri,11387,Ordinary Drink,Alcoholic,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed ,,,,,,,,,
Frozen Mint Daiquiri,11390,Ordinary Drink,Alcoholic,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Light rum,Lime juice,Mint,Sugar,,,,,,,,,,,,2 oz ,1 tblsp ,6 ,1 tsp ,,,,,,,,,,,
Frozen Pineapple Daiquiri,11391,Ordinary Drink,Alcoholic,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Light rum,Pineapple,Lime juice,Sugar,,,,,,,,,,,,1 1/2 oz ,4 chunks ,1 tblsp ,1/2 tsp ,,,,,,,,,,,
Havana Cocktail,11470,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Light rum,Pineapple juice,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 tsp ,,,,,,,,,,,,
Imperial Fizz,11524,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,
Imperial Fizz,11524,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,
Imperial Fizz,11524,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,
Imperial Fizz,11524,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,
Jamaica Kiss,14095,Milk / Float / Shake,Alcoholic,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,Coffee liqueur,Light rum,Ice,Milk,,,,,,,,,,,,1 shot ,1 shot Jamaican ,cubes,,,,,,,,,,,,
Mai Tai,11690,Ordinary Drink,Alcoholic,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 ,,,,,,,,,,
Mary Pickford,17188,Cocktail,Alcoholic,Shake and strain into a chilled large cocktail glass,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 tsp ,1/2 tsp ,1 ,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mississippi Planters Punch,11786,Ordinary Drink,Alcoholic,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,
Mojito,11000,Cocktail,Alcoholic,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,,2-3 oz ,Juice of 1 ,2 tsp ,2-4 ,,,,,,,,,,,
Monkey Wrench,11798,Ordinary Drink,Alcoholic,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Light rum,Grapefruit juice,Bitters,,,,,,,,,,,,,1 1/2 oz ,3 oz ,1 dash ,,,,,,,,,,,,
Pina Colada,17207,Ordinary Drink,Alcoholic,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Light rum,Coconut milk,Pineapple,,,,,,,,,,,,,3 oz ,3 tblsp ,3 tblsp ,,,,,,,,,,,,
